20	70419	0,152661644355319
3E	29882	0,0647813126659802
35	27655	0,0599533900601593
38	24437	0,0529770744133109
30	24115	0,0522790092677904
42	20501	0,0444442035662024
3D	19673	0,0426491789062923
41	15612	0,0338453200368544
40	14997	0,0325120589669937
32	13631	0,0295507018589778
0A	13168	0,0285469622242697
3B	11262	0,0244149368597908
3C	10904	0,0236388271638394
3A	10379	0,0225006774700558
3F	9944	0,0215576391523495
2E	9533	0,0206666305349304
4F	8123	0,0176098856430546
43	7455	0,0161617256517262
34	7252	0,0157216411034632
4B	7022	0,0152230231423771
2D	6025	0,0130616226762777
37	5360	0,0116199663974852
2C	5338	0,0115722725055553
47	4380	0,00949542030242263
31	4249	0,00921142485502141
4C	4096	0,00887973551569021
65	3705	0,0080320849818438
33	3297	0,0071475800769606
39	3260	0,00706736762235109
74	3060	0,00663378678662403
69	3048	0,00660777193648041
6E	2951	0,00639748523115278
46	2651	0,00574711397756219
36	2607	0,00565172619370224
72	2476	0,00536773074630101
4E	2438	0,00528535038751287
61	2214	0,00479973985149856
45	2167	0,0046978483551027
44	2019	0,00437699853666468
6F	1934	0,00419272668148068
6C	1931	0,00418622296894477
73	1904	0,00412768955612162
63	1790	0,00388054847975719
28	1761	0,00381767925857677
29	1749	0,00379166440843315
3B	1647	0,00357053818221235
66	1640	0,0035553628529619
49	1589	0,0034447997398515
70	1508	0,00326919950138204
2A	1261	0,00273372716925912
64	1219	0,00264267519375644
22	1079	0,00233916860874749
75	1071	0,00232182537531841
3D	1049	0,00227413148338843
4D	1013	0,00219608693295756
31	1004	0,00217657579534985
68	991	0,00214839304102759
48	962	0,00208552381984716
2F	862	0,00186873340198363
30	854	0,00185139016855455
67	842	0,00182537531841093
6D	636	0,00137878705761205
5C	636	0,00137878705761205
62	578	0,00125304861525121
27	568	0,00123136957346485
2B	557	0,00120752262749986
79	481	0,00104276190992358
32	480	0,00104059400574495
77	464	0,00100590753888678
3A	443	0,00096038155113544
5B	425	0,000921359275920004
5D	425	0,000921359275920004
78	420	0,000910519755026828
3E	311	0,00067421819955558
21	306	0,000663378678662403
33	294	0,000637363828518779
76	275	0,000596173649124709
26	238	0,000515961194515202
4A	238	0,000515961194515202
35	234	0,000507289577800661
6B	227	0,000492114248550214
5F	218	0,000472603110942496
34	211	0,000457427781692049
36	205	0,000444420356620237
37	193	0,000418405506476614
3C	162	0,000351200476938919
25	162	0,000351200476938919
7A	157	0,000340360956045743
38	120	0,000260148501436237
7B	120	0,000260148501436237
23	119	0,000257980597257601
7D	117	0,000253644788900331
39	96	0,000208118801148989
6A	81	0,00017560023846946
3F	55	0,000119234729824942
5E	30	6,50371253590591E-05
71	26	5,63655086445179E-05
40	2	4,33580835727061E-06
