20	53968	0,158486554426893
65	31757	0,0932600338892462
74	23975	0,0704068177880366
6F	20563	0,0603868777549696
61	19736	0,0579582463342936
69	19054	0,0559554329982586
6E	17218	0,0505636950437712
73	16180	0,0475154248930316
68	15469	0,0454274479400683
72	15202	0,0446433553290399
64	11610	0,0340948135357291
6C	10327	0,0303270576557687
0A	8808	0,0258662461345996
75	7854	0,0230646568053072
6D	6836	0,0200751201834835
63	6548	0,0192293573670934
79	6192	0,0181839005523888
77	6174	0,0181310403763645
66	5098	0,0149711765206845
70	4963	0,0145747252005016
2E	4868	0,0142957409381507
67	4865	0,0142869309088133
22	4459	0,0130946402718188
2C	4428	0,013003603301999
62	3646	0,010707122321384
76	2538	0,00745328481943845
6B	2100	0,00616702053617839
2D	1532	0,00449898831496442
27	1113	0,00326852088417454
3F	838	0,00246093486157976
6A	525	0,0015417551340446
78	467	0,00137142790018824
21	414	0,00121578404856088
71	364	0,00106895022627092
3A	152	0,000446374819761483
5F	112	0,000328907761929514
7A	107	0,000314224379700518
31	86	0,000252554174338734
3B	77	0,000226124086326541
30	32	9,39736462655754E-05
2A	28	8,22269404823785E-05
33	28	8,22269404823785E-05
2F	25	7,34169111449808E-05
37	24	7,04802346991815E-05
29	22	6,46068818075831E-05
28	22	6,46068818075831E-05
34	20	5,87335289159846E-05
35	20	5,87335289159846E-05
36	19	5,57968524701854E-05
38	18	5,28601760243862E-05
32	18	5,28601760243862E-05
39	13	3,817679379539E-05
40	2	5,87335289159846E-06
24	2	5,87335289159846E-06
5D	1	2,93667644579923E-06
5B	1	2,93667644579923E-06
25	1	2,93667644579923E-06
23	1	2,93667644579923E-06
26	1	2,93667644579923E-06
