20	74143	0,168112136733532
65	46043	0,104398083590117
74	30364	0,0688474558593121
61	26743	0,0606371858795147
6F	25225	0,0571952665673544
69	24613	0,0558076153031633
6E	24367	0,0552498339126551
73	21155	0,0479669321796782
72	20818	0,0472028170227625
68	19725	0,044724544421846
64	16863	0,0382352340981287
6C	12739	0,0288844598930239
6D	10604	0,0240435522965402
75	10407	0,0235968737033283
63	9243	0,0209576154165335
66	8731	0,019796704554988
79	7914	0,0179442354653733
0A	7653	0,0173524430144683
77	7638	0,0173184319540715
70	6121	0,0138787800459376
67	5974	0,0135454716540486
2C	5097	0,0115569583228466
62	5026	0,0113959726369682
76	3833	0,00869095963340612
2E	3124	0,00708337017864876
6B	1755	0,0039792940664304
3B	970	0,00219938190566239
22	796	0,00180485360505903
78	677	0,00153503252591076
6A	504	0,00114277162933386
2D	445	0,00100899479177295
71	324	0,000734638904571767
7A	243	0,000550979178428825
21	239	0,000541909562323001
27	229	0,00051923552205844
3F	220	0,000498828885820335
31	92	0,000208601170433958
3A	68	0,000154183473799013
28	39	8,84287570317867E-05
29	39	8,84287570317867E-05
2A	28	6,348731274077E-05
32	24	5,44176966349457E-05
2F	24	5,44176966349457E-05
37	23	5,21502926084896E-05
30	21	4,76154845555775E-05
38	20	4,53480805291214E-05
33	18	4,08132724762093E-05
34	17	3,85458684497532E-05
35	16	3,62784644232971E-05
39	13	2,94762523439289E-05
36	10	2,26740402645607E-05
5D	4	9,06961610582428E-06
5B	4	9,06961610582428E-06
5F	2	4,53480805291214E-06
40	2	4,53480805291214E-06
24	2	4,53480805291214E-06
23	1	2,26740402645607E-06
25	1	2,26740402645607E-06
