20	120534	0,158086292079422
3E	66763	0,0875629707642529
30	49980	0,0655512376435655
35	48166	0,0631720870816321
3D	38489	0,0504802238027849
38	37866	0,0496631285436425
42	33957	0,0445362820460695
41	31537	0,0413623325643282
3B	29643	0,0388782580525853
32	26500	0,0347560583744395
40	25116	0,0329408740427329
3A	19739	0,0258886730661532
3C	17783	0,0233232824933078
34	17768	0,0233036092527185
2C	16436	0,0215566254883882
43	15829	0,0207605150192076
3F	14608	0,0191591132352382
4F	13010	0,0170632573377909
4C	11917	0,0156297338735168
33	11496	0,0150775715876436
4B	11146	0,0146185293072265
31	10575	0,0138696346154603
37	10046	0,0131758249973441
47	8613	0,0112963747463791
2E	8427	0,0110524265630718
2D	7472	0,00979989691221931
39	6776	0,00888705854887554
0A	6573	0,00862081402623361
36	6244	0,00818931428264151
48	5806	0,0076148556574338
45	5105	0,00669545954722693
4E	3714	0,00487109436991201
65	1849	0,00242505478997504
4D	1796	0,00235554267322616
46	1733	0,00227291506275108
49	1713	0,00224668407529867
44	964	0,00126433359520602
69	915	0,00120006767594763
73	894	0,0011725251391226
3F	873	0,00114498260229757
6E	833	0,00109252062739276
61	794	0,00104137020186056
14	772	0,00101251611566292
72	772	0,00101251611566292
21	761	0,000998089072564092
22	724	0,000949561745777139
6F	709	0,000929888505187834
75	698	0,00091546146208901
74	671	0,00088004962902826
6C	671	0,00088004962902826
51	531	0,00069643271686141
6D	466	0,000611182007641087
3B	462	0,000605935810150605
64	414	0,000542981440264828
3A	390	0,000511504255321939
63	369	0,000483961718496912
29	343	0,000449861434808783
28	319	0,000418384249865894
70	298	0,000390841713040867
76	242	0,000317394948174127
4A	222	0,000291163960721719
31	222	0,000291163960721719
27	194	0,000254440578288349
E9	188	0,000246571282052627
30	149	0,000195420856520433
62	148	0,000194109307147813
32	143	0,000187551560284711
68	140	0,00018361691216685
67	133	0,000174436066558508
33	133	0,000174436066558508
66	119	0,000156074375341823
71	117	0,000153451276596582
78	103	0,000135089585379897
38	95	0,000124597190398934
34	89	0,000116727894163212
35	79	0,000103612400437008
5B	68	8,91853573381843E-05
5D	68	8,91853573381843E-05
36	62	8,13160611024622E-05
6A	57	7,47583142393604E-05
E8	54	7,08236661214993E-05
37	52	6,82005673762586E-05
39	44	5,77081723952957E-05
E0	43	5,63966230226754E-05
7A	35	4,59042280417125E-05
79	22	2,88540861976479E-05
EA	22	2,88540861976479E-05
6B	21	2,75425368250275E-05
E2	6	7,86929623572215E-06
F4	5	6,55774686310179E-06
77	3	3,93464811786107E-06
FB	3	3,93464811786107E-06
E7	3	3,93464811786107E-06
EE	2	2,62309874524072E-06
53	2	2,62309874524072E-06
60	1	1,31154937262036E-06
