20	73808	0,175924756222842
65	38061	0,0907201407245503
74	26837	0,063967221476702
61	25640	0,0611141170273369
6F	23666	0,0564089974090856
6E	21144	0,0503976946343998
68	21088	0,0502642160636693
69	20647	0,0492130723191663
73	19723	0,0470106759021125
72	17337	0,0413235353706295
64	15617	0,0372238364124774
6C	13193	0,03144612113657
75	9486	0,0226103164633899
0A	9116	0,021728404478206
77	8200	0,0195450764283995
6D	7912	0,0188586152074996
79	6918	0,0164893705770326
67	6747	0,0160817842271233
63	6745	0,0160770171353115
66	6383	0,0152141735173749
27	5870	0,0139914144676469
2C	5354	0,0127615047802013
70	5232	0,0124707121796812
62	5060	0,012060742283866
2E	4736	0,0112884734103536
6B	4122	0,00982497622412959
2D	2843	0,00677642101048045
76	2451	0,00584207101536672
22	2143	0,00510793887634879
21	766	0,00182579616392122
3F	623	0,00148494909937718
6A	525	0,00125136160059875
78	304	0,000724597955394322
71	296	0,000705529588147103
3B	238	0,000567283925604765
7A	137	0,000326545789108625
29	121	0,000288409054614187
28	121	0,000288409054614187
3A	83	0,000197834310189897
31	57	0,000135862116636435
2A	30	7,15063771770712E-05
2F	25	5,95886476475594E-05
35	22	5,24380099298522E-05
30	19	4,52873722121451E-05
39	12	2,86025508708285E-05
36	12	2,86025508708285E-05
33	12	2,86025508708285E-05
5D	10	2,38354590590237E-05
32	10	2,38354590590237E-05
38	10	2,38354590590237E-05
5B	10	2,38354590590237E-05
34	9	2,14519131531214E-05
37	6	1,43012754354142E-05
40	2	4,76709181180475E-06
24	2	4,76709181180475E-06
23	1	2,38354590590237E-06
25	1	2,38354590590237E-06
