20	70946	0,159253497825994
65	42514	0,0954317820113089
74	32092	0,0720373700029855
6F	25842	0,0580079058836205
61	25658	0,0575948784599464
69	22822	0,0512288688211434
6E	22362	0,0501963002619582
73	20514	0,0460480683111443
68	20243	0,0454397507469287
72	19090	0,0428515952061882
64	14657	0,0329007768956051
6C	13596	0,0305191350667017
75	11876	0,0266582265410525
0A	11303	0,0253720052705891
6D	9897	0,0222159370222967
79	8184	0,0183707414964612
77	7932	0,0178050735031684
63	7924	0,0177871157890956
2E	7462	0,0167500578013922
67	7131	0,0160070573816306
70	6743	0,0151361082491004
66	6572	0,0147522621107946
22	5624	0,0126242729931693
62	4998	0,0112190818669737
2C	4590	0,0103032384492616
6B	3092	0,00694065648913222
76	3009	0,00675434520562705
27	2494	0,00559831736219138
2D	1965	0,00441086351912833
6A	1053	0,0023636841148306
3F	968	0,00217288340280724
21	648	0,00145457483989576
78	447	0,00100338727381698
71	350	0,000785649990684436
7A	217	0,00048710299422435
3A	176	0,000395069709601316
31	103	0,000231205568687134
32	47	0,000105501570177624
30	41	9,20332846230339E-05
29	33	7,40755705502468E-05
28	33	7,40755705502468E-05
39	32	7,18308562911484E-05
35	32	7,18308562911484E-05
3B	30	6,73414277729516E-05
33	28	6,28519992547549E-05
2A	28	6,28519992547549E-05
2F	26	5,83625707365581E-05
34	21	4,71389994410662E-05
37	16	3,59154281455742E-05
38	13	2,9181285368279E-05
36	9	2,02024283318855E-05
40	2	4,48942851819678E-06
24	2	4,48942851819678E-06
23	1	2,24471425909839E-06
25	1	2,24471425909839E-06
5B	1	2,24471425909839E-06
5D	1	2,24471425909839E-06
