20	67083	0,175333636520457
65	35589	0,093018332366271
74	28338	0,0740665234368874
61	24044	0,0628433724862912
6F	22987	0,0600807105033429
6E	20556	0,053726849310772
69	19409	0,0507289559385471
68	18001	0,0470488915374201
73	16806	0,0439255414242476
72	16443	0,0429767748208321
64	14046	0,0367117788197657
6C	11188	0,0292418753691826
75	9169	0,0239648512030779
77	7934	0,0207369538057825
0A	7704	0,0201358069220757
67	7456	0,0194876137605135
6D	6651	0,0173835996675396
63	6239	0,0163067626410735
66	6025	0,0157474346710158
2C	5872	0,0153475413092456
79	5633	0,0147228712866112
70	5151	0,0134630765129299
62	4547	0,0118844125226737
2E	3405	0,00889958756096414
6B	2703	0,00706478272460677
76	2644	0,00691057548052545
19	815	0,00213015091400463
2D	793	0,00207264990773702
1C	647	0,00169105232068834
1D	643	0,00168059759227605
3B	568	0,00148457143454556
14	510	0,00133297787256732
6A	438	0,00114479276114605
78	412	0,00107683702646615
5F	350	0,000914788736075609
71	264	0,000690012075211316
3A	256	0,000669102618386731
21	245	0,000640352115252926
3F	178	0,000465235414347024
7A	105	0,000274436620822683
31	95	0,000248299799791951
28	92	0,000240458753482731
29	92	0,000240458753482731
5B	73	0,000190798793524341
5D	71	0,000185571429318195
2A	42	0,000109774648329073
30	37	9,67062378137072E-05
38	30	7,8410463092195E-05
32	29	7,57967809891219E-05
2F	29	7,57967809891219E-05
33	23	6,01146883706829E-05
22	22	5,75010062676097E-05
35	19	4,96599599583902E-05
39	17	4,44325957522438E-05
36	14	3,65915494430243E-05
37	13	3,39778673399512E-05
34	11	2,87505031338048E-05
E6	10	2,61368210307317E-05
18	9	2,35231389276585E-05
27	7	1,82957747215122E-05
26	4	1,04547284122927E-05
7B	4	1,04547284122927E-05
7D	4	1,04547284122927E-05
40	3	7,8410463092195E-06
24	2	5,22736420614634E-06
25	1	2,61368210307317E-06
23	1	2,61368210307317E-06
53	1	2,61368210307317E-06
